threshold,approved,approval_rate,realized_npv,mean_realized_npv_approved,observed_default_rate_approved
-0.037500000000000006,2208,0.8655429243433947,3848445.6939940625,1742.9554773523835,0.09193840579710146
-0.03661852505557738,2205,0.8643669149353195,3839256.5243178536,1741.159421459344,0.09206349206349207
0.0017070032425442576,2044,0.8012544100352803,3836228.1883123987,1876.8239668847352,0.08023483365949119
-0.04,2224,0.8718149745197962,3817971.765515092,1716.713923343117,0.09487410071942447
0.0,2051,0.8039984319874559,3815134.871169806,1860.1340181227722,0.08142369575816674
0.0024999999999999953,2040,0.79968639749118,3813341.284190981,1869.284943230873,0.0803921568627451
0.009999999999999995,1992,0.7808702469619757,3804787.6599116484,1910.0339658191006,0.07781124497991967
0.0075,2009,0.7875343002744022,3788756.274254392,1885.891624815526,0.07914385266301642
-0.035,2199,0.8620148961191689,3787097.5430144565,1722.1907880920676,0.09231468849477036
0.0049999999999999975,2027,0.7945903567228538,3779768.791317762,1864.7107998607607,0.080414405525407
-0.027500000000000004,2179,0.8541748333986672,3777929.950237656,1733.7907068552804,0.09132629646626893
-0.0425,2231,0.8745589964719718,3776240.9078606064,1692.6225494668788,0.09681757059614522
0.006861228521891159,2012,0.7887103096824775,3776183.0117235915,1876.8305227254432,0.08001988071570576
-0.02584951496758252,2173,0.8518228145825166,3774815.987754704,1737.1449552483682,0.09111826967326277
-0.013313999609782584,2108,0.8263426107408859,3773741.8127833894,1790.2001009408868,0.08681214421252371
-0.012500000000000004,2108,0.8263426107408859,3773741.8127833894,1790.2001009408868,0.08681214421252371
-0.0475,2244,0.8796550372402979,3770978.8371016765,1680.4718525408541,0.09759358288770054
-0.04397104477961504,2237,0.8769110152881223,3770843.2791059334,1685.6697716164208,0.09700491729995529
-0.045000000000000005,2237,0.8769110152881223,3770843.2791059334,1685.6697716164208,0.09700491729995529
-0.025,2171,0.8510388083104665,3769194.1349924435,1736.1557508025994,0.09120221096269
0.01997500853408606,1916,0.751078008624069,3768016.9892876595,1966.605944304624,0.0720250521920668
0.020000000000000004,1916,0.751078008624069,3768016.9892876595,1966.605944304624,0.0720250521920668
-0.030000000000000002,2183,0.8557428459427675,3767798.3996880595,1725.9726979789552,0.09161704076958314
-0.0325,2189,0.858094864758918,3766978.4211738743,1720.8672549903492,0.09227957971676565
0.011786401682049986,1980,0.7761662093296746,3766602.664772543,1902.3245781679511,0.07777777777777778
0.0175,1932,0.7573500588004703,3761193.593301215,1946.7875741724717,0.07453416149068323
-0.0075,2085,0.8173265386123089,3760759.4511378286,1803.7215592987188,0.08489208633093526
-0.010000000000000002,2093,0.8204625637005096,3760684.233715591,1796.7913204565652,0.08552317247969422
0.012499999999999997,1974,0.7738141905135241,3752064.7897797106,1900.7420414284247,0.07801418439716312
-0.0025000000000000022,2064,0.8090944727557821,3751532.224123499,1817.602821765261,0.08430232558139535
0.024999999999999994,1878,0.7361818894551156,3746012.710243532,1994.681954336279,0.06975505857294995
-0.0175,2134,0.8365346922775382,3744790.4109045863,1754.8221231980256,0.0895032802249297
-0.022500000000000003,2155,0.8447667581340651,3743078.0236683562,1736.9271571546897,0.09048723897911833
-0.020000000000000004,2146,0.8412387299098393,3740249.9243952874,1742.8937205942625,0.08993476234855545
-0.006606878124769294,2076,0.8137985103880832,3738537.984089334,1800.8371792337832,0.08526011560693642
0.022499999999999992,1893,0.742061936495492,3737769.248095953,1974.5215256713961,0.07025884838880085
0.015,1954,0.7659741277930223,3737426.0987309106,1912.7052705890023,0.0767656090071648
0.027499999999999997,1863,0.7303018424147393,3729313.8216396193,2001.778755576822,0.06924315619967794
0.02926284683447038,1852,0.7259898079184633,3728316.4659354957,2013.1298412178703,0.06857451403887689
-0.01859509536288677,2141,0.8392787142297138,3726521.773626958,1740.551972735618,0.09014479215319944
-0.0050000000000000044,2070,0.8114464915719326,3725210.9382611066,1799.6188107541577,0.08502415458937199
-0.015,2121,0.831438651509212,3725073.8416381883,1756.2818678162132,0.08863743517208864
0.015699437935320037,1948,0.7636221089768718,3722472.8362623844,1910.9203471572816,0.07700205338809035
0.0244557071374803,1884,0.7385339082712662,3716796.778809008,1972.822069431533,0.07059447983014862
0.03,1845,0.7232457859662877,3715684.7076346464,2013.9212507504858,0.06829268292682927
-0.05,2254,0.8835750686005488,3715372.3275639582,1648.3461967896887,0.09893522626441881
0.0325,1820,0.7134457075656605,3702087.2656592242,2034.113882230343,0.06648351648351648
0.03227513994845046,1820,0.7134457075656605,3702087.2656592242,2034.113882230343,0.06648351648351648
-0.05368326789229616,2269,0.8894551156409252,3698807.6612220965,1630.1488149943132,0.10092551784927281
0.035,1801,0.7059976479811838,3687401.743941026,2047.4190693731405,0.06607440310938367
-0.0630491591324035,2301,0.9019992159937279,3668368.1175729046,1594.2495078543695,0.10386788352890047
0.036119274355214545,1788,0.7009016072128577,3656634.0680684666,2045.0973535058538,0.06599552572706935
-0.08058015850709412,2333,0.9145433163465307,3610323.2479089396,1547.5024637415086,0.10844406343763395
0.037500000000000006,1771,0.6942375539004312,3608613.9090611683,2037.6137261779606,0.06549971767363072
-0.09670065419782217,2365,0.9270874166993336,3607480.945340432,1525.3619219198445,0.10993657505285412
0.045,1697,0.6652293218345747,3586390.4559351997,2113.3709227667646,0.05951679434295816
0.04557756065749517,1692,0.6632693061544492,3575281.7172138253,2113.050660291859,0.05969267139479906
0.03887744207159226,1756,0.6883575068600549,3533384.4199396214,2012.1779156831556,0.06492027334851937
0.0475,1672,0.6554292434339475,3522518.3243937735,2106.7693327713955,0.060406698564593304
0.048817765083481235,1660,0.6507252058016464,3510465.963863842,2114.738532448098,0.060240963855421686
0.039999999999999994,1745,0.6840454723637789,3507926.130861277,2010.2728543617634,0.06532951289398281
0.042499999999999996,1721,0.6746373970991768,3503715.8825042117,2035.8604779222612,0.06333527019174898
0.05,1650,0.6468051744413955,3492490.8546422343,2116.6611240255966,0.06
0.04209890342347653,1724,0.6758134065072521,3485158.093581396,2021.5534185506938,0.06438515081206496
0.052500000000000005,1623,0.6362210897687182,3440355.886627188,2119.7510083962957,0.05791743684534812
-0.11097979309134456,2397,0.9396315170521364,3437913.947317765,1434.2569659231394,0.11597830621610346
0.05211659901659461,1628,0.6381811054488435,3436128.209313955,2110.64386321496,0.05896805896805897
0.05397591596905506,1596,0.6256370050960408,3430454.6612749286,2149.407682503088,0.05639097744360902
0.05499999999999999,1576,0.617796942375539,3386677.8244482353,2148.9072490153776,0.05583756345177665
0.055608266627905016,1564,0.613092904743238,3315682.8419290334,2120.001817090175,0.056265984654731455
0.05732397671140232,1532,0.6005488043904351,3306226.77034229,2158.111468891834,0.05221932114882506
0.057499999999999996,1528,0.5989807918463348,3279930.7671736684,2146.551549197427,0.05235602094240838
-0.13597259327999325,2429,0.9521756174049393,3274644.544616768,1348.145139817525,0.12062577192260189
0.05927038080140565,1500,0.5880047040376323,3184251.168188802,2122.834112125868,0.05266666666666667
0.06,1484,0.5817326538612309,3139468.2047764,2115.544612383019,0.05323450134770889
0.06069134688582941,1468,0.5754606036848294,3106991.9642495615,2116.479539679538,0.05313351498637602
0.062214135869041294,1436,0.5629165033320267,3104193.6995874764,2161.6947768715017,0.04944289693593315
0.0625,1428,0.5597804782438259,3079475.535203917,2156.4954728318744,0.049019607843137254
0.065,1379,0.5405723245785966,3079084.0990744177,2232.8383604600563,0.043509789702683106
0.06393082201408976,1404,0.5503724029792239,3064182.905552243,2182.466456946042,0.04700854700854701
-0.1669172281006728,2461,0.964719717757742,3062379.698048585,1244.36395694782,0.1259650548557497
0.06530320944693936,1372,0.537828302626421,3062052.9946949356,2231.817051526921,0.043731778425655975
0.06632875133432223,1340,0.5252842022736182,2961029.776202511,2209.7237135839637,0.04477611940298507
0.06742712220909446,1308,0.5127401019208153,2912790.727036751,2226.9042255632653,0.04357798165137615
0.0675,1303,0.5107800862406899,2900346.661413812,2225.899202926947,0.043745203376822715
0.06838805682932542,1275,0.4998039984319875,2871202.302231973,2251.9233742995866,0.04156862745098039
-0.2083758038936429,2493,0.9772638181105449,2791365.970166632,1119.68149625617,0.13237063778580024
0.06917056779619271,1243,0.48725989807918463,2785147.256659471,2240.665532308504,0.04102976669348351
0.06999999999999999,1212,0.4751078008624069,2714660.917887398,2239.8192391810217,0.041254125412541254
0.0700310219265634,1211,0.47471579772638184,2712286.24997999,2239.7078860280676,0.04128819157720892
0.07123300206069631,1179,0.462171697373579,2639362.9316365025,2238.645404271843,0.04071246819338423
0.07214433669605504,1147,0.44962759702077615,2585163.720999483,2253.848056669122,0.036617262423714034
-0.30467396817668585,2525,0.9898079184633477,2548499.9964072728,1009.306929270207,0.13980198019801982
0.0725,1133,0.44413955311642495,2535369.4499597037,2237.748852568141,0.037069726390114736
0.07281977469199814,1115,0.43708349666797336,2476126.278751113,2220.741057175886,0.03766816143497758
0.07369670850307285,1083,0.4245393963151705,2399081.839801684,2215.218688644214,0.03785780240073869
0.07475060195714106,1051,0.4119952959623677,2301732.461294137,2190.040400850749,0.0390104662226451
0.075,1037,0.40650725205801647,2284148.6350206826,2202.650564147235,0.037608486017357765
0.0756357022444125,1019,0.3994511956095649,2232221.71137409,2190.6003055682927,0.03729146221786065
0.07632169322473793,987,0.38690709525676203,2145106.202617934,2173.359881071868,0.037487335359675786
0.0768501948541998,955,0.37436299490395925,2087323.1858931433,2185.67872868392,0.0356020942408377
0.07748232226929844,923,0.3618188945511564,2006717.0150771514,2174.124610051085,0.035752979414951244
0.0775,922,0.36142689141513135,2004325.6325250147,2173.888972369864,0.03579175704989154
0.0781578454874757,891,0.3492747941983536,1951386.8556451031,2190.108704427725,0.03479236812570146
0.07868488314639713,859,0.33673069384555077,1875463.390659506,2183.3101171821954,0.03143189755529686
0.07934302573014652,827,0.3241865934927479,1784784.7864312083,2158.14363534608,0.030229746070133012
0.08,804,0.3151705213641709,1776932.0585441433,2210.114500676795,0.02736318407960199
0.0801743861618505,795,0.31164249313994513,1754349.987847372,2206.729544462103,0.027672955974842768
0.08081725864558717,763,0.2990983927871423,1709026.9849738674,2239.8780930194853,0.02490170380078637
0.081456768586325,731,0.2865542924343395,1616314.4619661092,2211.100495165676,0.024623803009575923
0.08239443679771095,699,0.27401019208153665,1555586.008882145,2225.444934023097,0.024320457796852647
0.08314947665939691,667,0.2614660917287338,1473630.910823151,2209.341695387033,0.025487256371814093
0.08424944133324305,635,0.24892199137593102,1385897.991870833,2182.5165226312333,0.025196850393700787
0.08485545822548216,603,0.23637789102312817,1368201.5909780562,2268.991029814355,0.01990049751243781
0.08565548123986742,571,0.22383379067032536,1255157.1916075249,2198.1737155998685,0.021015761821366025
0.08638335780164949,539,0.21128969031752254,1168556.6883994057,2168.0086983291385,0.022263450834879406
0.08733628860233288,507,0.19874558996471972,1096818.406331531,2163.3499138688976,0.01972386587771203
0.08841014327803864,475,0.1862014896119169,1005349.2638546078,2116.5247660097007,0.021052631578947368
0.08949037849315908,442,0.17326538612308898,967541.8545074402,2189.0087206050684,0.01809954751131222
0.09030357779251937,410,0.16072128577028616,903441.7590770518,2203.5164855537846,0.012195121951219513
0.09160625549238068,378,0.14817718541748334,832249.0501002204,2201.7170637571967,0.013227513227513227
0.09273382026696733,346,0.13563308506468053,741605.1007220108,2143.367343127199,0.014450867052023121
0.09452167933728285,314,0.1230889847118777,663355.5949659958,2112.5974361974386,0.01592356687898089
0.09622619887009125,282,0.11054488435907488,593706.6602282821,2105.342766766958,0.014184397163120567
0.09761603797744663,250,0.09800078400627205,530398.824179452,2121.595296717808,0.012
0.09906814076066774,218,0.08545668365346923,460695.84590185905,2113.2836967975186,0.013761467889908258
0.10056526638345244,186,0.07291258330066641,391798.77849683986,2106.445045681935,0.016129032258064516
0.10179885093294531,154,0.06036848294786358,341566.54957815586,2217.9646076503627,0.012987012987012988
0.10304708078015704,122,0.04782438259506076,255108.8950825258,2091.0565170698837,0.01639344262295082
0.10442342844243017,90,0.03528028224225794,172788.5435170961,1919.8727057455123,0.011111111111111112
0.10705543536112333,58,0.022736181889455115,115507.4081401881,1991.5070368997947,0.017241379310344827
0.11082105788705715,26,0.010192081536652292,67075.16301761297,2579.8139622158833,0.0
