mean_abs_cdr_error,week13_mean_actual_cdr,week13_mean_predicted_cdr,interval_coverage,mean_interval_width,median_interval_width,candidate,strength,transition_blend,interval_scale
0.006160467954263938,0.12548319509849176,0.12533058215748155,1.0,0.05559908998389128,0.05964208923648204,switch_strength_0.85_blend_0.00_interval_0.90,0.85,0.0,0.9
0.006160467954263938,0.12548319509849176,0.12533058215748155,1.0,0.06115597168822672,0.0662689880405356,switch_strength_0.85_blend_0.00_interval_1.00,0.85,0.0,1.0
0.006160467954263938,0.12548319509849176,0.12533058215748155,1.0,0.06682888938484734,0.07289588684458914,switch_strength_0.85_blend_0.00_interval_1.10,0.85,0.0,1.1
0.006249452140607925,0.12548319509849176,0.12510012766706405,1.0,0.05563636718718277,0.05964208923648204,switch_strength_0.80_blend_0.00_interval_0.90,0.7999999999999999,0.0,0.9
0.006249452140607925,0.12548319509849176,0.12510012766706405,1.0,0.06119442544174859,0.0662689880405356,switch_strength_0.80_blend_0.00_interval_1.00,0.7999999999999999,0.0,1.0
0.006249452140607925,0.12548319509849176,0.12510012766706405,1.0,0.06687515196385206,0.07289588684458914,switch_strength_0.80_blend_0.00_interval_1.10,0.7999999999999999,0.0,1.1
0.006338344994707116,0.12548319509849176,0.1252688567537229,1.0,0.055618904786415575,0.05964208923648204,switch_strength_0.85_blend_0.15_interval_0.90,0.85,0.15,0.9
0.006338344994707116,0.12548319509849176,0.1252688567537229,1.0,0.06117615797713918,0.0662689880405356,switch_strength_0.85_blend_0.15_interval_1.00,0.85,0.15,1.0
0.006338344994707116,0.12548319509849176,0.1252688567537229,1.0,0.06684640501743713,0.07289588684458914,switch_strength_0.85_blend_0.15_interval_1.10,0.85,0.15,1.1
0.006344905972308627,0.12548319509849176,0.1248696731766466,1.0,0.05567173345718327,0.05964208923648204,switch_strength_0.75_blend_0.00_interval_0.90,0.75,0.0,0.9
0.006344905972308627,0.12548319509849176,0.1248696731766466,1.0,0.061229149039305764,0.0662689880405356,switch_strength_0.75_blend_0.00_interval_1.00,0.75,0.0,1.0
0.006344905972308627,0.12548319509849176,0.1248696731766466,1.0,0.06691064157520753,0.07289588684458914,switch_strength_0.75_blend_0.00_interval_1.10,0.75,0.0,1.1
0.006423514652665104,0.12548319509849176,0.1250420331694089,1.0,0.05565501641308801,0.05964208923648204,switch_strength_0.80_blend_0.15_interval_0.90,0.7999999999999999,0.15,0.9
0.006423514652665104,0.12548319509849176,0.1250420331694089,1.0,0.06121307466765381,0.0662689880405356,switch_strength_0.80_blend_0.15_interval_1.00,0.7999999999999999,0.15,1.0
0.006423514652665104,0.12548319509849176,0.1250420331694089,1.0,0.06688662726668568,0.07289588684458914,switch_strength_0.80_blend_0.15_interval_1.10,0.7999999999999999,0.15,1.1
0.006442163743641282,0.12548319509849176,0.12463921868622913,1.0,0.05570563020527817,0.05964208923648204,switch_strength_0.70_blend_0.00_interval_0.90,0.7,0.0,0.9
0.006442163743641282,0.12548319509849176,0.12463921868622913,1.0,0.06126387263686294,0.06626898804053558,switch_strength_0.70_blend_0.00_interval_1.00,0.7,0.0,1.0
0.006442163743641282,0.12548319509849176,0.12463921868622913,1.0,0.06694613118656302,0.07289588684458917,switch_strength_0.70_blend_0.00_interval_1.10,0.7,0.0,1.1
0.006521083864539111,0.12548319509849176,0.12481520958509486,1.0,0.055689123135523974,0.05964208923648204,switch_strength_0.75_blend_0.15_interval_0.90,0.75,0.15,0.9
0.006521083864539111,0.12548319509849176,0.12481520958509486,1.0,0.06124627023769629,0.0662689880405356,switch_strength_0.75_blend_0.15_interval_1.00,0.75,0.15,1.0
0.006521083864539111,0.12548319509849176,0.12481520958509486,1.0,0.06692139967161406,0.07289588684458914,switch_strength_0.75_blend_0.15_interval_1.10,0.75,0.15,1.1
0.006558072671787296,0.12548319509849176,0.12440876419581165,1.0,0.05573952695337307,0.05964208923648204,switch_strength_0.65_blend_0.00_interval_0.90,0.6499999999999999,0.0,0.9
0.006558072671787296,0.12548319509849176,0.12440876419581165,1.0,0.06129859623442014,0.06626898804053558,switch_strength_0.65_blend_0.00_interval_1.00,0.6499999999999999,0.0,1.0
0.006558072671787296,0.12548319509849176,0.12440876419581165,1.0,0.0669816207979185,0.07289588684458917,switch_strength_0.65_blend_0.00_interval_1.10,0.6499999999999999,0.0,1.1
0.0065744977441301936,0.12548319509849176,0.12520713134996425,1.0,0.055638719588939865,0.05964208923648204,switch_strength_0.85_blend_0.30_interval_0.90,0.85,0.3,0.9
0.0065744977441301936,0.12548319509849176,0.12520713134996425,1.0,0.0611891859024754,0.0662689880405356,switch_strength_0.85_blend_0.30_interval_1.00,0.85,0.3,1.0
0.0065744977441301936,0.12548319509849176,0.12520713134996425,1.0,0.0668585897348642,0.07289588684458914,switch_strength_0.85_blend_0.30_interval_1.10,0.85,0.3,1.1
0.006639949559507877,0.12548319509849176,0.12458838600078082,1.0,0.0557218605717295,0.05964208923648204,switch_strength_0.70_blend_0.15_interval_0.90,0.7,0.15,0.9
0.006639949559507877,0.12548319509849176,0.12458838600078082,1.0,0.0612789131586076,0.0662689880405356,switch_strength_0.70_blend_0.15_interval_1.00,0.7,0.15,1.0
0.006639949559507877,0.12548319509849176,0.12458838600078082,1.0,0.06695617207654243,0.07289588684458914,switch_strength_0.70_blend_0.15_interval_1.10,0.7,0.15,1.1
0.006681281296317708,0.12548319509849176,0.12417830970539419,1.0,0.055773423701467977,0.05964208923648204,switch_strength_0.60_blend_0.00_interval_0.90,0.6,0.0,0.9
0.006681281296317708,0.12548319509849176,0.12417830970539419,1.0,0.06133331983197731,0.06626898804053558,switch_strength_0.60_blend_0.00_interval_1.00,0.6,0.0,1.0
0.006681281296317708,0.12548319509849176,0.12417830970539419,1.0,0.06701665501053262,0.07289588684458917,switch_strength_0.60_blend_0.00_interval_1.10,0.6,0.0,1.1
0.006691899114875763,0.12548319509849176,0.12498393867175366,1.0,0.055673665638993224,0.05964208923648204,switch_strength_0.80_blend_0.30_interval_0.90,0.7999999999999999,0.3,0.9
0.006691899114875763,0.12548319509849176,0.12498393867175366,1.0,0.06122449451260165,0.0662689880405356,switch_strength_0.80_blend_0.30_interval_1.00,0.7999999999999999,0.3,1.0
0.006691899114875763,0.12548319509849176,0.12498393867175366,1.0,0.06689810256951931,0.07289588684458914,switch_strength_0.80_blend_0.30_interval_1.10,0.7999999999999999,0.3,1.1
0.006771586955625335,0.12548319509849176,0.1243615624164668,1.0,0.055754598007935016,0.05964208923648204,switch_strength_0.65_blend_0.15_interval_0.90,0.6499999999999999,0.15,0.9
0.006771586955625335,0.12548319509849176,0.1243615624164668,1.0,0.061311556079518895,0.0662689880405356,switch_strength_0.65_blend_0.15_interval_1.00,0.6499999999999999,0.15,1.0
0.006771586955625335,0.12548319509849176,0.1243615624164668,1.0,0.06699067972378624,0.07289588684458914,switch_strength_0.65_blend_0.15_interval_1.10,0.6499999999999999,0.15,1.1
0.006819410044231985,0.12548319509849176,0.12476074599354312,1.0,0.05570651281386469,0.05964208923648204,switch_strength_0.75_blend_0.30_interval_0.90,0.75,0.3,0.9
0.006819410044231985,0.12548319509849176,0.12476074599354312,1.0,0.06125645823377441,0.0662689880405356,switch_strength_0.75_blend_0.30_interval_1.00,0.75,0.3,1.0
0.006819410044231985,0.12548319509849176,0.12476074599354312,1.0,0.06693215776802057,0.07289588684458914,switch_strength_0.75_blend_0.30_interval_1.10,0.75,0.3,1.1
0.006827033752690842,0.12548319509849176,0.12394785521497667,0.9940828402366864,0.05580732044956288,0.05964208923648204,switch_strength_0.55_blend_0.00_interval_0.90,0.5499999999999999,0.0,0.9
0.006827033752690842,0.12548319509849176,0.12394785521497667,1.0,0.061368043429534495,0.06626898804053558,switch_strength_0.55_blend_0.00_interval_1.00,0.5499999999999999,0.0,1.0
0.006827033752690842,0.12548319509849176,0.12394785521497667,1.0,0.06705071050730846,0.07289588684458917,switch_strength_0.55_blend_0.00_interval_1.10,0.5499999999999999,0.0,1.1
0.00692194520044391,0.12548319509849176,0.12413473883215277,0.9940828402366864,0.05578733544414054,0.05964208923648204,switch_strength_0.60_blend_0.15_interval_0.90,0.6,0.15,0.9
0.00692194520044391,0.12548319509849176,0.12413473883215277,1.0,0.06134419900043019,0.0662689880405356,switch_strength_0.60_blend_0.15_interval_1.00,0.6,0.15,1.0
0.00692194520044391,0.12548319509849176,0.12413473883215277,1.0,0.06702411366594441,0.07289588684458914,switch_strength_0.60_blend_0.15_interval_1.10,0.6,0.15,1.1
0.006947168801576844,0.12548319509849176,0.1245375533153325,0.9940828402366864,0.05573809093818082,0.05964208923648204,switch_strength_0.70_blend_0.30_interval_0.90,0.7,0.3,0.9
0.006947168801576844,0.12548319509849176,0.1245375533153325,1.0,0.06128842195494716,0.0662689880405356,switch_strength_0.70_blend_0.30_interval_1.00,0.7,0.3,1.0
0.006947168801576844,0.12548319509849176,0.1245375533153325,1.0,0.06696594754627513,0.07289588684458914,switch_strength_0.70_blend_0.30_interval_1.10,0.7,0.3,1.1
0.006969141062167951,0.12548319509849176,0.12514540594620557,1.0,0.05565853439146418,0.05964208923648204,switch_strength_0.85_blend_0.45_interval_0.90,0.85,0.45,0.9
0.006969141062167951,0.12548319509849176,0.12514540594620557,1.0,0.06120074607865362,0.06626898804053558,switch_strength_0.85_blend_0.45_interval_1.00,0.85,0.45,1.0
0.006969141062167951,0.12548319509849176,0.12514540594620557,1.0,0.0668707744146361,0.07289588684458917,switch_strength_0.85_blend_0.45_interval_1.10,0.85,0.45,1.1
0.006994387582395717,0.12548319509849176,0.12371740072455924,0.9940828402366864,0.055841217197657785,0.05964208923648204,switch_strength_0.50_blend_0.00_interval_0.90,0.5,0.0,0.9
0.006994387582395717,0.12548319509849176,0.12371740072455924,1.0,0.06140217436862893,0.0662689880405356,switch_strength_0.50_blend_0.00_interval_1.00,0.5,0.0,1.0
0.006994387582395717,0.12548319509849176,0.12371740072455924,1.0,0.06708460195988103,0.07289588684458914,switch_strength_0.50_blend_0.00_interval_1.10,0.5,0.0,1.1
0.007072042027624886,0.12548319509849176,0.1249258441740985,0.9940828402366864,0.055692314864898465,0.05964208923648204,switch_strength_0.80_blend_0.45_interval_0.90,0.7999999999999999,0.45,0.9
0.007072042027624886,0.12548319509849176,0.1249258441740985,1.0,0.061235361708418305,0.06626898804053558,switch_strength_0.80_blend_0.45_interval_1.00,0.7999999999999999,0.45,1.0
0.007072042027624886,0.12548319509849176,0.1249258441740985,1.0,0.06690957787235294,0.07289588684458917,switch_strength_0.80_blend_0.45_interval_1.10,0.7999999999999999,0.45,1.1
