threshold,approved,approval_rate,realized_npv,mean_realized_npv_approved,observed_default_rate_approved
-0.012499999999999997,2123,0.8322226577812623,3820063.74609227,1799.3705822384693,0.08714083843617522
-0.015,2136,0.8373186985495884,3812529.663393514,1784.8921645100722,0.08801498127340825
-0.011584812804913679,2117,0.8298706389651117,3812348.7897620862,1800.8260697978678,0.08644307982994803
-0.009999999999999995,2108,0.8263426107408859,3797865.052614945,1801.6437631000688,0.08633776091081594
-0.0049999999999999975,2080,0.8153665229321835,3793934.031186561,1824.0067457627697,0.08413461538461539
-0.015397867862684055,2142,0.839670717365739,3783434.227412598,1766.3091631244622,0.08916900093370682
-0.0024999999999999953,2068,0.8106624852998824,3783141.0393813774,1829.371875909757,0.08365570599613152
-0.017499999999999995,2159,0.8463347706781654,3781084.980095298,1751.3130987009254,0.09078276980083372
-0.002250904876206645,2066,0.8098784790278323,3777576.40309447,1828.4493722625703,0.08373668925459826
-0.0075,2092,0.8200705605644845,3774986.2857967867,1804.4867522929192,0.0855640535372849
-0.007427848505884488,2091,0.8196785574284594,3773034.3413956426,1804.4162321356494,0.08560497369679579
-0.0225,2176,0.8529988239905919,3770795.152178644,1732.902183905627,0.09283088235294118
0.0,2048,0.8028224225793806,3770401.46882351,1841.0163421989796,0.0830078125
-0.019999999999999997,2169,0.8502548020384163,3764428.9899682356,1735.5597003080848,0.09174734900875979
-0.01940781338032208,2168,0.8498627989023912,3761721.019711636,1735.1111714537067,0.09178966789667897
-0.027499999999999997,2202,0.8631909055272442,3754018.464651712,1704.8221910316586,0.0958219800181653
-0.02646072479777483,2193,0.8596628773030184,3753678.1838417035,1711.6635585233487,0.09439124487004104
-0.024999999999999994,2187,0.8573108584868679,3750414.569360783,1714.8672013538103,0.09373571101966163
-0.03,2208,0.8655429243433947,3745957.736496323,1696.5388299349288,0.09646739130434782
0.0012763864603740343,2040,0.79968639749118,3743003.327209843,1834.8055525538446,0.08284313725490196
0.0025000000000000022,2033,0.7969423755390043,3728232.650387533,1833.8576735797014,0.08214461387112641
-0.055,2292,0.8984711877695022,3719482.421539536,1622.8108296420314,0.10296684118673648
-0.0325,2218,0.8694629557036456,3715575.1243654904,1675.1916701377324,0.09783588818755636
-0.03296763836931904,2219,0.8698549588396707,3713561.3166517285,1673.5292098475568,0.09824245155475439
-0.0475,2271,0.8902391219129753,3708560.4900252745,1633.0077014642336,0.10171730515191546
0.0048058144909281335,2015,0.7898863190905527,3708043.2655095207,1840.2199828831367,0.08188585607940446
-0.04716488878610212,2270,0.8898471187769502,3705578.7606272087,1632.4135509370963,0.10176211453744494
-0.034999999999999996,2231,0.8745589964719718,3704447.423445923,1660.4425923110366,0.09861048857014791
0.0050000000000000044,2013,0.7891023128185025,3702759.272466196,1839.423384235567,0.08196721311475409
-0.057499999999999996,2297,0.9004312034496276,3700330.2774631414,1610.9404777810803,0.10361340879407924
-0.057020583966909025,2296,0.9000392003136025,3698562.0499189645,1610.8719729612214,0.10365853658536585
-0.045,2261,0.8863190905527244,3694922.0813245997,1634.1981783832816,0.10128261831048209
-0.039999999999999994,2247,0.8808310466483732,3685772.811487373,1640.308327319703,0.09968847352024922
-0.0375,2238,0.8773030184241474,3684762.1140189026,1646.4531340567037,0.09919571045576407
-0.06,2308,0.9047432379459036,3683960.0511335153,1596.1698661756998,0.10441941074523396
0.01158208351083491,1964,0.7698941591532732,3683693.1921207076,1875.607531629688,0.07841140529531568
-0.0525,2285,0.8957271658173266,3682217.5366120213,1611.473757817077,0.10328227571115974
0.010000000000000009,1972,0.773030184241474,3681275.448155285,1866.7725396324975,0.07961460446247465
0.007797150741720788,1989,0.7796942375539004,3678143.0061536967,1849.2423359244326,0.08094519859225742
-0.049999999999999996,2278,0.8929831438651509,3677662.6569604618,1614.4261005094213,0.10316066725197541
-0.039107202133629344,2244,0.8796550372402979,3677137.008026217,1638.6528556266564,0.09982174688057041
0.012499999999999997,1960,0.7683261466091729,3676355.677706188,1875.6916722990754,0.07806122448979592
0.007500000000000007,1992,0.7808702469619757,3676096.5121202283,1845.42997596397,0.08132530120481928
0.016813043488304487,1913,0.7499019992159938,3675946.4833209245,1921.5611517621142,0.07422895974908521
-0.042499999999999996,2256,0.884359074872599,3667947.242821997,1625.8631395487575,0.10106382978723404
0.0175,1910,0.7487259898079185,3667505.094063611,1920.159735111838,0.0743455497382199
-0.06395748510963778,2321,0.9098392787142298,3653703.3690572446,1574.193610106525,0.1055579491598449
0.01972901386860581,1887,0.7397099176793415,3652290.1108586807,1935.500853661198,0.07313195548489666
0.020000000000000004,1886,0.7393179145433163,3649461.972342127,1935.0275569152318,0.07317073170731707
0.014204424235592466,1938,0.7597020776166209,3647161.715010534,1881.9203895823189,0.07739938080495357
-0.08143789386792985,2346,0.9196393571148569,3636792.9728007424,1550.2101333336498,0.10741687979539642
0.015,1931,0.7569580556644453,3631355.9291424286,1880.5571875413923,0.07716209218021751
0.022500000000000006,1872,0.7338298706389651,3630788.5631349795,1939.523805093472,0.07211538461538461
0.02393022797038038,1862,0.7299098392787142,3623287.54750874,1945.9116796502362,0.07142857142857142
0.02500000000000001,1852,0.7259898079184633,3569415.2662417907,1927.3300573659776,0.07127429805615551
0.026646812670448945,1836,0.7197177577420619,3564837.846911586,1941.6328142219966,0.07026143790849673
0.02750000000000001,1825,0.715405723245786,3552444.455951203,1946.5449073705222,0.07013698630136986
0.0325,1780,0.697765582124657,3550345.433885687,1994.5760864526333,0.06685393258426967
0.03,1801,0.7059976479811838,3536948.1182326428,1963.8801322779805,0.06885063853414769
0.028617622046987607,1811,0.7099176793414347,3531875.815939384,1950.2351275203666,0.06957482054113749
0.03157168343605522,1785,0.6997255978047824,3520367.491518435,1972.1946731195715,0.06778711484593837
0.035,1758,0.689141513132105,3506912.7283916,1994.8309035219568,0.06655290102389079
-0.09485470212878273,2372,0.9298314386515092,3503162.177409292,1476.8811877779478,0.112141652613828
0.037500000000000006,1731,0.6785574284594277,3495500.702387387,2019.3533809285886,0.06528018486424032
0.03477221890102312,1760,0.6899255194041553,3485188.147070856,1980.220538108441,0.06761363636363636
0.03700019926938661,1734,0.679733437867503,3481227.8654011027,2007.6285267595747,0.0657439446366782
0.04250000000000001,1680,0.6585652685221481,3456972.9047878333,2057.721967135615,0.06190476190476191
0.045,1652,0.6475891807134457,3456391.9807847776,2092.2469617341267,0.059322033898305086
0.041790292360625,1683,0.6597412779302234,3448736.0510510756,2049.1598639638,0.062388591800356503
0.04000000000000001,1709,0.6699333594668757,3444881.193543814,2015.7291945838585,0.0649502633118783
0.03997978376438835,1709,0.6699333594668757,3444881.193543814,2015.7291945838585,0.0649502633118783
0.04430900454981984,1658,0.6499411995295963,3443931.5399938365,2077.160156811723,0.05971049457177322
0.04647303215389169,1632,0.639749117992944,3398833.8098810976,2082.618756054594,0.058823529411764705
0.0475,1623,0.6362210897687182,3372651.6570413695,2078.0355249792788,0.0585335797905114
-0.10944737151655452,2397,0.9396315170521364,3350078.3309154687,1397.61298744909,0.11722987067167293
0.048926132894615657,1607,0.6299490395923167,3347783.083773563,2083.2502076997903,0.05787181082762912
0.05,1595,0.6252450019600156,3302224.0517044743,2070.3599070247487,0.058307210031347964
-0.12409132782860197,2423,0.9498235985887887,3296969.4345995914,1360.6972491125016,0.1200990507635163
0.05171656128840067,1581,0.6197569580556644,3290996.1765716104,2081.5915095329606,0.05755850727387729
0.052500000000000005,1575,0.6174049392395139,3284286.530734464,2085.2612893552155,0.05714285714285714
0.05500000000000001,1538,0.6029008232065857,3217793.932449351,2092.1937142063402,0.054616384915474644
0.05446230062875779,1556,0.6099568796550372,3207592.326195075,2061.434656937709,0.05719794344473008
0.05546104012898423,1530,0.5997647981183849,3196831.4100734806,2089.4322941656737,0.054901960784313725
0.05750000000000001,1499,0.5876127009016072,3143188.5561062163,2096.8569420321655,0.052701801200800535
-0.14087647212284407,2448,0.9596236769894159,3132358.3337246217,1279.558142861365,0.12459150326797386
0.05707738314573198,1505,0.5899647197177578,3122933.751867927,2075.039037785998,0.05448504983388704
0.058478120398422345,1479,0.5797726381811055,3087135.6013267413,2087.312779801718,0.05273833671399594
0.059539640002544914,1454,0.5699725597804782,3027051.310568717,2081.87848044616,0.05295735900962861
0.06,1444,0.5660525284202274,2993937.2112874,2073.3637197281164,0.05332409972299169
0.060644155543589394,1428,0.5597804782438259,2975482.281912868,2083.671065765314,0.052521008403361345
-0.16941770577193604,2474,0.9698157585260682,2958409.2021547593,1195.8000008709616,0.12813257881972515
0.061713707332640755,1403,0.5499803998431988,2927577.4303790326,2086.655331702803,0.05131860299358518
0.0625,1385,0.5429243433947472,2898790.074412018,2092.989223402179,0.049819494584837545
