threshold,approved,approval_rate,realized_npv,mean_realized_npv_approved,observed_default_rate_approved
0.02750000000000001,1884,0.7385339082712662,2603852.2273324057,1382.0871694970306,0.07059447983014862
0.020000000000000004,1946,0.7628381027048217,2590478.2335943673,1331.1810039025524,0.07656731757451182
0.027095744088684592,1887,0.7397099176793415,2589542.572343911,1372.3066096152152,0.07154213036565978
0.03,1869,0.7326538612308898,2582840.853392252,1381.93732123716,0.07009095773140717
0.021762339012021854,1938,0.7597020776166209,2579920.822225633,1331.2284944404712,0.07585139318885449
0.03199964409954354,1836,0.7197177577420619,2579704.5618562326,1405.0678441482748,0.06753812636165578
0.022500000000000006,1933,0.7577420619364955,2572090.8787795072,1330.6212513085914,0.07553026383859286
0.007500000000000007,2025,0.7938063504508036,2571734.603247519,1269.9923966654414,0.08098765432098766
0.03384907830079934,1811,0.7099176793414347,2571432.5080369436,1419.89647047871,0.06570955273329653
0.0325,1831,0.7177577420619365,2568733.0750081446,1402.9126570224712,0.06772255598033862
0.017482577294347698,1964,0.7698941591532732,2567946.7839961676,1307.508545822896,0.07841140529531568
0.0175,1964,0.7698941591532732,2567946.7839961676,1307.508545822896,0.07841140529531568
-0.018367754419684655,2142,0.839670717365739,2567122.722013644,1198.4699916030083,0.0873015873015873
0.030315140000616338,1862,0.7299098392787142,2564439.530167198,1377.2500162015026,0.07035445757250268
0.010000000000000009,2016,0.7902783222265778,2563796.2600599625,1271.7243353472036,0.08085317460317461
0.011177232332396987,2015,0.7898863190905527,2562120.429213985,1271.5237862104143,0.08089330024813896
-0.017499999999999995,2139,0.8384947079576637,2560227.1761821746,1196.9271510903106,0.08742402992052362
0.012499999999999997,2007,0.786750294002352,2555987.9437521687,1273.536593797792,0.08071748878923767
-0.01277129108134989,2117,0.8298706389651117,2555647.8901602626,1207.2025933680975,0.08597071327350024
0.035,1798,0.7048216385731085,2554290.5859141136,1420.628801954457,0.06507230255839822
-0.019999999999999997,2152,0.8435907487259898,2552927.589455421,1186.3046419402515,0.08782527881040893
-0.015,2128,0.8341826734613876,2551252.457021101,1198.8968313069083,0.08646616541353383
-0.012499999999999997,2115,0.8290866326930616,2550486.6036313493,1205.9038315041842,0.08605200945626477
0.024701459513289843,1913,0.7499019992159938,2538270.2299364386,1326.8532304947405,0.07527443805541036
-0.023651731240730358,2168,0.8498627989023912,2538130.8710708846,1170.7245715271608,0.08902214022140222
