applicant_id,requested_amount,split,predicted_pd,decision,expected_npv,expected_npv_per_dollar,rank_by_expected_npv,cum_expected_npv,cum_principal
2aa072d6-d644-fbfd-f0dd-19a8c966c880,28701.69673731405,test,0.1614077669902912,1,3849.01054480887,0.13410393747924,1,3849.01054480887,28701.69673731405
dbef88e4-7463-549a-a722-af73315cad2f,33480.94488992334,validation,0.0697329376854599,1,3498.6766138955372,0.10449754704947183,2,7347.687158704407,62182.64162723739
83d5f710-36c8-ccd7-cc6e-21366ac393c7,38531.6018405528,validation,0.0416666666666666,1,3498.201461156739,0.09078785448974086,3,10845.888619861145,100714.24346779019
98585ad1-4247-7f4a-5362-b3ca301867f5,32513.814536685317,validation,0.1614077669902912,1,3389.5332068209636,0.10424901707538976,4,14235.421826682108,133228.05800447552
89ffe6be-cae4-dde2-e213-f7fb8dc98954,32544.64545245164,test,0.0916666666666666,1,3384.659359972858,0.1040004987892067,5,17620.081186654967,165772.70345692715
e90e04c7-ecf2-1f1b-91cd-52f1139f1379,40170.219164804366,validation,0.0444078947368421,1,3363.594037981894,0.08373352468360314,6,20983.67522463686,205942.92262173153
484cd42d-bbbd-4bc5-c1e8-bb54a8dd7baf,32384.80032258504,test,0.0697329376854599,1,3320.918679521712,0.10254559689860787,7,24304.593904158573,238327.72294431657
ef689b54-d265-f3d9-58c5-6fc1e314985a,38948.10659543836,test,0.0499075785582255,1,3311.874027706695,0.08503299177307337,8,27616.467931865267,277275.82953975495
cf6e0b29-9335-9494-0074-6d3c85053b08,38866.08293022804,test,0.0444078947368421,1,3293.0170881522317,0.08472726963671177,9,30909.4850200175,316141.912469983
7ac4132f-41cf-1962-c8d8-e467eb0075fa,40469.29256392803,validation,0.0697329376854599,1,3266.4293911583077,0.08071377541375192,10,34175.91441117581,356611.20503391104
bb140006-2dfa-d77d-993a-c3e8115296e0,38218.41608547249,test,0.0697329376854599,1,3255.0173980214204,0.08516881994119875,11,37430.93180919722,394829.62111938355
6d91d57f-d795-8b60-da88-c8d7893262f4,32134.849663811416,test,0.0697329376854599,1,3240.887886896284,0.1008527477427723,12,40671.81969609351,426964.470783195
8420983c-f489-c47b-a15d-bc2bd66d9410,28317.9409017136,validation,0.1614077669902912,1,3239.149557899909,0.11438506666647852,13,43910.96925399342,455282.4116849086
98e97c20-fa58-5eb0-c462-287ba8805a90,38319.31481188743,test,0.0444078947368421,1,3233.053004384948,0.08437136781428016,14,47144.02225837837,493601.72649679607
7dc619fe-b927-98c9-06ca-0a702cbfbce8,31314.62064326066,test,0.1234256926952141,1,3226.21581443348,0.10302586294072849,15,50370.23807281185,524916.3471400568
c7a5f949-50ad-60e3-2d3d-4f5f5c45d1aa,39852.50700357401,test,0.0697329376854599,1,3221.553028959568,0.08083689763032113,16,53591.79110177142,564768.8541436308
0b00c92d-2858-e72b-8704-56e9b2a3f379,30008.012332129,test,0.1614077669902912,1,3213.8108193631947,0.10709842370739862,17,56805.601921134614,594776.8664757598
46acb55a-b0aa-9b77-86d1-626d08e2dc19,28036.886172322364,test,0.1101928374655647,1,3212.991610269787,0.11459873220306502,18,60018.5935314044,622813.7526480821
7c1ead4b-4807-85f0-efcb-206362336267,39037.814118135226,test,0.0416666666666666,1,3208.7415220270946,0.08219572725862374,19,63227.335053431496,661851.5667662174
0b7da86d-b423-bc2e-37c8-f6e1340cfff3,33647.65265964731,test,0.0444078947368421,1,3207.384086900077,0.09532266988557579,20,66434.71914033157,695499.2194258646
41769423-fcc2-5b13-2d43-ec358464f3d2,39035.1412201677,validation,0.0697329376854599,1,3203.19822229969,0.08205934760765618,21,69637.91736263125,734534.3606460324
6c30cb57-3020-ed78-78ca-7ddc820501d4,38292.2810209774,validation,0.1101928374655647,1,3198.4795642494846,0.08352805001345527,22,72836.39692688074,772826.6416670098
e640db6d-f725-4b3c-4cab-13662a5fe4fb,34759.98408177616,test,0.1363636363636363,1,3196.7812239518544,0.09196728101000057,23,76033.1781508326,807586.6257487859
7c46dc2d-3406-013a-4940-e45fcc4b7188,32157.56864132547,test,0.0697329376854599,1,3188.3273191951403,0.09914702677794623,24,79221.50547002774,839744.1943901114
500ed8a1-2f7e-28e1-91ce-142b460437f5,30622.529828595885,validation,0.1363636363636363,1,3185.736933431262,0.1040324542506074,25,82407.24240345901,870366.7242187073
a8f272d8-0c88-6a29-d3b4-6fe36c0a9652,36926.03048844758,test,0.0444078947368421,1,3179.0796605073097,0.08609318733845206,26,85586.32206396632,907292.7547071548
eac93127-8103-11ba-86b1-097939d44fee,40235.19388418113,test,0.0444078947368421,1,3171.0564831123934,0.07881300366640277,27,88757.37854707871,947527.9485913359
d1000ebd-1b60-1d6c-7192-fa1877db039c,33134.78666965179,test,0.0915492957746478,1,3167.1597730015396,0.09558413049637489,28,91924.53832008025,980662.7352609877
221c7f90-5db4-736b-0f54-9e47b1dd6a28,37176.950535712975,test,0.0444078947368421,1,3158.50191551655,0.0849586066098247,29,95083.0402355968,1017839.6857967007
910185ad-3f4f-2a61-7cfb-a213399b89ea,28936.74255817195,test,0.1101928374655647,1,3152.963559208909,0.10896055604290845,30,98236.0037948057,1046776.4283548726
46edfe26-3640-f007-182b-5e3a59c90635,30422.10520793054,validation,0.0697329376854599,1,3145.8923061210116,0.10340810685583092,31,101381.89610092671,1077198.5335628032
5b3e0f1d-2a71-b585-ba59-ce15f8ace7d4,30859.45079960054,validation,0.0697329376854599,1,3141.3664297454548,0.10179592793615491,32,104523.26253067216,1108057.9843624036
73b66594-4528-1ac4-ff53-39897534bff8,38392.441032038434,test,0.0444078947368421,1,3140.875658082432,0.08180974102327529,33,107664.13818875459,1146450.4253944422
357687aa-4ecb-3387-8704-a7064c6429c7,39713.3600347624,test,0.0499075785582255,1,3137.3656855153317,0.07900025791746387,34,110801.50387426993,1186163.7854292046
96855c7f-573c-37b4-9be4-bb535c6b4c79,32868.402616787425,test,0.0444078947368421,1,3136.699171842462,0.09543205395203488,35,113938.2030461124,1219032.188045992
c9d64177-9d0f-ece7-aff0-7818192f3974,36961.06796877482,test,0.0444078947368421,1,3131.898735282663,0.08473507145217045,36,117070.10178139506,1255993.2560147669
6af50881-ed95-cfd2-ab15-bce45f0fe4ff,31012.631595223625,validation,0.0697329376854599,1,3125.473005821637,0.10078064469391894,37,120195.5747872167,1287005.8876099905
3ec29fef-32ce-2f2c-a725-68f500985f1e,35217.14763061149,test,0.0915492957746478,1,3120.8143667036097,0.08861632973338623,38,123316.3891539203,1322223.035240602
b0a5ebc9-8883-3c10-a3fb-3526dae2b582,37062.03876921836,validation,0.0697329376854599,1,3117.6076126429116,0.08411862153768564,39,126433.99676656321,1359285.0740098204
c12bcfae-0b97-e00f-ab70-c1eb00597f77,26688.97403302858,validation,0.1614077669902912,1,3112.6464841973807,0.11662668187789337,40,129546.6432507606,1385974.048042849
cc834b5d-eda5-8977-6c30-286f19dfe464,39008.79386116274,test,0.1234256926952141,1,3108.701079797554,0.07969231478578437,41,132655.34433055815,1424982.8419040118
f303602f-dc22-4ff1-48da-9cf100915e4b,36885.95183350787,test,0.0444078947368421,1,3102.05084831102,0.08409843569478018,42,135757.39517886916,1461868.7937375198
ccb272b4-b894-ed8b-21bc-0b17ade41775,30230.581909961515,test,0.0697329376854599,1,3093.2395469670996,0.10232153506604588,43,138850.63472583625,1492099.3756474813
6fadb654-6930-01f1-f06f-1554ca4e3046,36651.56623749969,test,0.0444078947368421,1,3091.328118706921,0.08434368394178088,44,141941.96284454316,1528750.941884981
24a608b4-eb99-dcdc-d133-be37958cc8b1,26455.37122645255,validation,0.1101928374655647,1,3083.3087759266746,0.11654755284037348,45,145025.27162046984,1555206.3131114335
c96bc3c5-a20d-5c07-8146-6923d75619ad,41688.763102506906,test,0.0697329376854599,1,3080.408777771133,0.0738906253993872,46,148105.68039824098,1596895.0762139405
c73ea6f7-38da-9955-064a-b5f3901a4a92,39322.7722969514,validation,0.0697329376854599,1,3074.3422409681075,0.07818223541696866,47,151180.02263920908,1636217.848510892
5b1d5614-3782-c45a-ad5d-088f0b1066fd,35406.00328541789,test,0.0444078947368421,1,3065.192270842199,0.08657267091495217,48,154245.2149100513,1671623.8517963097
99614728-5a87-bcf7-c2a1-e3772073d37b,34683.70067219887,validation,0.0444078947368421,1,3062.9702168906865,0.08831151686607208,49,157308.18512694197,1706307.5524685085
287f351b-d65e-dfd6-8378-922ded2bdbcf,40428.97821057552,test,0.0697329376854599,1,3058.8542201976406,0.07565994382211463,50,160367.03934713962,1746736.530679084
196934e6-79ae-70de-39da-e3d1ae7eb9df,38613.13996517391,test,0.0697329376854599,1,3049.636015296398,0.0789792287818845,51,163416.675362436,1785349.670644258
a8ca3804-89a3-63f0-2637-476b9a7d3ab2,33734.376556767485,validation,0.0499075785582255,1,3048.369322888855,0.09036388497528995,52,166465.04468532486,1819084.0472010253
a24349bf-b8c4-d8f3-ce85-6f21a9075f60,29657.875313895613,test,0.0697329376854599,1,3048.01632666367,0.10277257876377888,53,169513.06101198852,1848741.9225149208
fa58c571-84c9-4aa2-4aa0-97c5d3f8d4dc,35629.69750119068,test,0.0416666666666666,1,3039.9058255959035,0.08531943964706169,54,172552.96683758442,1884371.6200161115
bf5f4cdb-33fa-4aec-a7b6-d3af8b704f63,34488.45016833299,validation,0.0444078947368421,1,3039.1034126786585,0.0881194544215599,55,175592.0702502631,1918860.0701844445
7a6d12b8-117b-c8bd-80d1-c86128260195,27679.75930218056,validation,0.0697329376854599,1,3030.9759616181145,0.10950152884383428,56,178623.0462118812,1946539.829486625
c82dd75a-70c2-cf1e-bc9a-8c4cf806da1d,27555.46478325389,validation,0.1234256926952141,1,3029.5597911621735,0.10994406427153822,57,181652.6060030434,1974095.2942698789
93f7a5cb-2c04-f0df-b6f9-ae653fcf2391,32585.27477518084,test,0.0697329376854599,1,3027.209387855193,0.09290114656823216,58,184679.81539089858,2006680.5690450596
4ec442fd-3a1e-daf7-4f7b-175ec86e6c43,29745.298672875942,test,0.0697329376854599,1,3024.924009936027,0.10169418849017596,59,187704.7394008346,2036425.8677179355
3f88037c-fd2e-d1b9-4635-438098e4cf23,32223.685107225603,test,0.1101928374655647,1,3023.561263976591,0.09383040002766815,60,190728.3006648112,2068649.552825161
225b2536-c623-7828-d9b9-4eec9e6a6757,30720.328323510872,validation,0.0697329376854599,1,3022.744240840113,0.09839557080927248,61,193751.0449056513,2099369.8811486717
7194e443-8308-4061-2992-b1263aadbc88,34370.93062531753,test,0.0444078947368421,1,3020.2307104873576,0.08787165943835877,62,196771.27561613865,2133740.8117739893
42907a84-11da-6b42-1097-572024e33867,32680.82770464549,test,0.0697329376854599,1,3018.707334271774,0.09236936596445729,63,199789.98295041043,2166421.639478635
