applicant_id,_split,prior_decision,requested_amount,predicted_pd,pd_lower_90,pd_upper_90,base_expected_npv,base_expected_npv_margin,break_even_pd,break_even_odds_gamma,stressed_pd_gamma_3x,stressed_expected_npv,stressed_expected_npv_margin
6903c58e-4395-4da6-85cb-80c426ba3805,validation,0,29165.228557069662,0.15625,0.07625,0.23625,1308.8853138618033,0.04487828069993057,0.3206404015641151,2.548662258445487,0.35714285714285715,-290.63453566827775,-0.009965103997027578
afee09aa-3fff-00b6-8d08-e71fe4ef3bfc,validation,0,29785.087401403736,0.2528548123980424,0.1728548123980424,0.3328548123980424,1030.5124326040223,0.03459826787533467,0.4181174324110295,2.1232283682224886,0.5037919826652221,-534.232660645011,-0.01793624619747912
9f03de12-91ac-3f22-be37-a2dd55faf3c2,validation,0,37066.5024391268,0.2168284789644013,0.1368284789644013,0.2968284789644013,1159.0432504041821,0.03126929098065413,0.3373310676533825,1.8386551982770325,0.45372460496614,-1119.5207113866359,-0.030203030707447807
4f7a3779-11ab-8478-85b4-20ed79bae455,validation,0,30954.680429602944,0.2168284789644013,0.1368284789644013,0.2968284789644013,1250.621407534239,0.040401690154043074,0.4026922998314018,2.4350942491602527,0.45372460496614,-343.3809386873222,-0.011093021601958976
aeb30bfc-4a4f-99d4-24d1-5f8f1d591d8c,validation,0,23321.00490744948,0.1243654822335025,0.0443654822335025,0.2043654822335025,1163.8136280689569,0.049904094299864296,0.28929563472382863,2.8659981951371063,0.29878048780487804,-66.92894603735135,-0.0028698997450136506
f21b08cf-39ac-93eb-85f2-94bdb6abf43d,validation,0,26336.40115719484,0.2528548123980424,0.1728548123980424,0.3328548123980424,1065.1491886315507,0.040443991655274535,0.47002199359043684,2.620560031292109,0.5037919826652221,-165.63311392450646,-0.006289132404077812
d19daa5a-6004-8bd3-0b1a-b5e54b40d8c3,validation,0,27738.972787860414,0.15625,0.07625,0.23625,1336.0065443552137,0.04816351905215102,0.34739581632929317,2.8745408857580204,0.35714285714285715,-68.12657773573937,-0.0024559877633808435
3d8239ea-3da1-5b9a-1025-58638bcb26ec,validation,0,29241.883228957195,0.15625,0.07625,0.23625,1423.3769001584283,0.04867596553251088,0.3519771245753648,2.9330391638744207,0.35714285714285715,-37.566507069049976,-0.001284681522558342
809cdd4d-3978-6b64-f98e-c3b64b7cae1d,validation,0,24703.080601037964,0.2168284789644013,0.1368284789644013,0.2968284789644013,965.0769469430815,0.039067068700028094,0.39160352168747464,2.3248795669291282,0.45372460496614,-343.0216606289898,-0.013885784779999336
dcf2566a-7645-4a38-aec7-5ecb316fb1a5,validation,0,32959.074866664254,0.2134502923976608,0.1334502923976608,0.2934502923976608,1378.470023084084,0.04182368675882671,0.4087504200630019,2.547515215974524,0.44877049180327866,-282.4702158422406,-0.008570332055282869
edf7cdca-2270-7553-1108-daca2514d8c9,validation,0,32672.274766279028,0.2168284789644013,0.1368284789644013,0.2968284789644013,1241.7261495673765,0.03800550033476576,0.3832101351815959,2.2440902631667208,0.45372460496614,-526.2579003303504,-0.01610717050143995
3f502046-84dd-af3b-905d-271a084c2bc1,validation,0,23517.47360328855,0.2528548123980424,0.1728548123980424,0.3328548123980424,980.4642438476466,0.04169088314446089,0.48280609972222055,2.758373894126311,0.5037919826652221,-89.47942014422381,-0.0038048058075299176
c69fe725-3fc4-1947-80c9-0a4c4aa219d6,validation,0,34438.364114417454,0.2528548123980424,0.1728548123980424,0.3328548123980424,1294.0672033761,0.037576326188918624,0.4430419706226805,2.3504779458359892,0.5037919826652221,-413.35387164311624,-0.012002715061313486
b3e8c2d0-e4fa-ffce-1f79-83f85e1302b8,validation,0,25271.36032375273,0.2168284789644013,0.1368284789644013,0.2968284789644013,805.4453965096244,0.03187186547107164,0.34098285351235325,1.868858369263116,0.45372460496614,-731.4065656849843,-0.028942112981449997
5b36ebde-6d05-0abc-a67e-4f7230c21658,validation,0,36310.83330172555,0.2528548123980424,0.1728548123980424,0.3328548123980424,1201.2905846760195,0.033083531151540176,0.40648603648166043,2.0237108970768873,0.5037919826652221,-760.8656227309762,-0.020954231934270113
09bd40cc-0d4e-c23e-57a8-4f7a4a15bed0,validation,0,30426.829781320328,0.2134502923976608,0.1334502923976608,0.2934502923976608,933.5800970731109,0.030682792252193666,0.3286496493143878,1.803903798123867,0.44877049180327866,-973.4640087647879,-0.0319936061614417
64bb6972-2427-6c85-81ce-a67535d67f52,validation,0,24374.07547203306,0.2134502923976608,0.1334502923976608,0.2934502923976608,920.8549174109371,0.0377800962529853,0.3755306925203381,2.2159694064743203,0.44877049180327866,-416.1097163434856,-0.017071815372892075
1c30cdc7-4d34-2edb-71cd-df098dc9e49a,validation,0,17176.94710063184,0.2134502923976608,0.1334502923976608,0.2934502923976608,755.6255186501871,0.04399067623736187,0.42909229494253504,2.769582023456616,0.44877049180327866,-68.95385654705944,-0.004014325487706895
ea860705-7e73-2167-9197-20206984bc49,validation,0,19228.894936586952,0.1595744680851064,0.0795744680851063,0.2395744680851064,840.4434960359595,0.043707321653562205,0.3187134589392364,2.4638055344522094,0.3629032258064517,-233.37462400360846,-0.012136663327415916
aa3a9986-f3b1-33a1-ae60-0ea4c4f6e0dd,validation,0,34597.72166748878,0.2528548123980424,0.1728548123980424,0.3328548123980424,1091.3902314510528,0.031545147450464175,0.3953172285706125,1.931754474865584,0.5037919826652221,-831.0141731311321,-0.02401933228776824
af8cd075-96e5-3d36-ba7e-0506eaf716cc,validation,0,24935.899179926146,0.2134502923976608,0.1334502923976608,0.2934502923976608,1049.309600381448,0.042080279231565126,0.411057859592396,2.571933563629411,0.44877049180327866,-200.25663792286082,-0.008030856897435287
1d536de0-c35a-261b-21b5-737ce8c4abb3,validation,0,25033.85970250754,0.2168284789644013,0.1368284789644013,0.2968284789644013,875.5592477030597,0.03497500018406504,0.36111471996630856,2.0415634076931055,0.45372460496614,-561.9762541270131,-0.022448645986089085
32b03ed3-5aa0-adfa-983e-38c9fa374d25,validation,0,26155.82416330726,0.15625,0.07625,0.23625,1285.9943021694276,0.049166651914317676,0.3564785895033206,2.9913291957639765,0.35714285714285715,-4.266345788472563,-0.0001631126498570675
1951ee98-6ad7-8d2d-4f27-e8a6cf05b0da,validation,0,24275.89796097983,0.2453987730061349,0.1653987730061349,0.3253987730061349,758.2172207991084,0.031233333655374496,0.3815354954570731,1.8969910801874776,0.4938271604938271,-625.4115175554914,-0.025762652263605426
df3e8173-ae96-f8e7-0d70-96c452125384,validation,0,39741.271076458055,0.2528548123980424,0.1728548123980424,0.3328548123980424,1634.948108366843,0.04113980414016888,0.4770712683343275,2.6957184900875304,0.5037919826652221,-194.8428859384046,-0.004902784452051049
0099adcf-a963-c7b7-d343-c3d2e31e0ee3,validation,0,26571.9216381081,0.2528548123980424,0.1728548123980424,0.3328548123980424,818.1808593114732,0.0307911814002221,0.39006450264722187,1.8896714434484643,0.5037919826652221,-678.1565293200028,-0.025521546335867003
79a16363-0d5c-5642-7224-a0cfc08ffa98,validation,0,30459.61801148813,0.2146697468795589,0.1346697468795589,0.2946697468795589,956.4220808029766,0.03139967416670337,0.3347483333235427,1.8408310702592046,0.4505642245600817,-922.4698505105666,-0.03028501047395435
cad591fa-16e3-dae1-b69c-1c52105a2689,validation,0,29084.90971161186,0.2168284789644013,0.1368284789644013,0.2968284789644013,1161.598071575329,0.039938170105839194,0.3987706330034905,2.3956509749381545,0.45372460496614,-350.8501270327042,-0.01206296084504023
00659d28-c36a-2056-8cf6-c0f3ef61234a,validation,0,21021.8230461274,0.2134502923976608,0.1334502923976608,0.2934502923976608,799.5371079173905,0.03803367130257904,0.3774544118600649,2.2342036971432,0.44877049180327866,-347.6732931630637,-0.01653868422354128
5bac0fcc-a1e1-bc61-d364-195499ad31b1,validation,0,26176.574768201917,0.2168284789644013,0.1368284789644013,0.2968284789644013,1064.0200931221775,0.04064779683913036,0.40480602922612585,2.4565692561360426,0.45372460496614,-276.89661580238385,-0.010578030863638621
0d51f488-de8f-3836-82aa-9fb83f3aa550,validation,0,26790.66383613796,0.2134502923976608,0.1334502923976608,0.2934502923976608,1127.6741041117912,0.04209205531483211,0.4111643828794085,2.573065461589253,0.44877049180327866,-214.48868457744402,-0.008006098164992835
dac9228b-b99a-99e0-5ce2-b00d86621623,validation,0,31178.813472363963,0.2528548123980424,0.1728548123980424,0.3328548123980424,1083.0482444357742,0.03473667288191573,0.41921349690673015,2.13281173319607,0.5037919826652221,-550.6329939329798,-0.01766048584308847
b85bc781-23af-01a0-a957-9ec169182bc7,validation,0,24079.23841435057,0.2528548123980424,0.1728548123980424,0.3328548123980424,973.3846062866661,0.04042422727566647,0.4698248021385216,2.61848633758261,0.5037919826652221,-152.38573170048903,-0.006328511270924221
e3b4622d-371c-8138-85e3-1149ff261df6,validation,0,27692.105620393635,0.2134502923976608,0.1334502923976608,0.2934502923976608,1260.6989901239604,0.04552557351202389,0.4447703096489999,2.9518380515649842,0.44877049180327866,-21.80107740841163,-0.0007872668733560079
9be26a83-7922-27dc-31e8-25022ff8a245,validation,0,36209.70602166248,0.2134502923976608,0.1334502923976608,0.2934502923976608,1221.0942558922507,0.03372284368068965,0.34721656602958434,1.9600210380345324,0.44877049180327866,-927.0417128220847,-0.02560202262530056
494dbf3c-2ec3-1a2c-1cc2-6b58934eec85,validation,0,25759.391057089422,0.2453987730061349,0.1653987730061349,0.3253987730061349,775.6892411722419,0.03011287182422579,0.37409060299775865,1.8378516279313648,0.4938271604938271,-721.7113893768321,-0.028017408788015775
